번호,시도,시군구,골프장명,운영사,소재지주소,홀수,구분,전화,홈페이지,세그먼트,비고
525,울산,울주군,오르비스골프클럽,㈜산양,울주군 온양읍 망양리 산14-9,18,대중제,052-939-2000,https://www.orvis.club/,,
526,울산,울주군,울산골프장,울산개발,울주군 웅촌면 웅촌로 1,27,회원제,052-225-0707,http://www.ulsancc.co.kr/,,
527,대구,군위군,구니컨트리클럽,케이알스포츠㈜,대구광역시 군위군 군위읍 도군로 2450,18,대중제,054-380-0000,https://www.gunicc.co.kr/,,
528,대구,군위군,오펠골프클럽,신우개발㈜,대구광역시 군위군 산성면 부흥로 227,18,대중제,054-380-8000,https://www.ophelgc.com/_Gunwi/,,
529,대구,군위군,이지스카이컨트리클럽,㈜이지컨트리클럽,대구광역시 군위군 군위읍 대흥1길 48-100,18,대중제,054-380-9200,https://easyskycc.co.kr/,,
530,대구,달성군,냉천컨트리클럽,냉천개발㈜,대구광역시 달성군 가창면 가창로 1037-9,9,대중제,053-768-5511,https://www.nc-golf.co.kr/,,
531,대구,동구,팔공컨트리클럽,우경개발㈜,대구광역시 동구 팔공산로 237길 186,18,회원제,053-982-8080,https://www.palgong-cc.co.kr/,,
532,광주,광산구,어등산컨트리클럽,(주)어등산리조트대표이사 고경주,광주광역시 광산구 무진대로 31(운수동),27,대중제,062-605-3000,https://www.eodeungsancc.com/,,
533,광주,광산구,에콜리안광산골프장,국민체육진흥공단이사장,광주광역시 광산구 오목내길 26(연산동),9,대중제,062-960-1500,,,
534,광주,남구,빛고을컨트리클럽,광주광역시도시공사사장,광주광역시 남구 효우로 153(노대동),9,대중제,062-672-7400,https://www.bitgoeulcc.co.kr/,,
535,대전,대전,금실대덕밸리CC,정영숙,대전 유성구 테크노중앙로 210(용산동 676번지),9,대중제,042-250-6565,https://www.hanmircc.com/,,
536,대전,대전,대덕복지센터,배재웅,대전 유성구 유성대로 1689번길 69(전민동 463번지),9,대중제,042-865-2263,https://www.diwc.or.kr/,,
537,대전,대전,유성컨트리클럽,강현모강은모,대전 유성구 현충원로 200(덕명동 215-7번지),18,회원제,042-822-7103,https://www.yscc.co.kr/,,
538,세종,전의면,세종레이캐슬골프&리조트,㈜자광홀딩스,세종특별자치시 전의면 의당전의로 252,27,대중제,044-279-3300,https://www.sjraycastle.com/,,
539,세종,전의면,세종에머슨컨트리클럽,세종에머슨㈜,세종특별자치시 전의면 운주산로 1510,27,회원제,044-862-4004,https://www.sejongemerson.co.kr/,,
540,세종,정안세종로,건설공제조합세종필드골프클럽,건설공제조합세종개발 주식회사,세종특별자치시 정안세종로  1569,18,대중제,044-861-5678,https://www.sejonggc.com/,,
541,서울,강서구,인서울27골프클럽,인서울27골프클럽(주),서울특별시 강서구 오정로 443-198,27,비회원제,02-6395-8000,https://inseoul27.co.kr/,,
